ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),TimeSinceStartinms,YYYY-MO-DD HH-MI-SS_SSS,Activity
-6.0747,-19.504,-0.081722,-7.0914,-10.075,2.4139,-4.7849,-0.89095,0.49786,3036624,2021-05-02 14:22:27:5826,Jogging
-10.842,-19.532,-3.0101,-11.486,-10.486,0.72204,-4.0522,-4.4071,0.34667,3036625,2021-05-02 14:22:27:5827,Jogging
-7.2869,-19.532,-6.7966,-5.9485,-10.071,-4.5898,-4.3573,-5.9956,1.854,3036626,2021-05-02 14:22:27:5828,Jogging
9.2074,-19.532,-3.5413,9.5996,-10.143,-0.73665,-5.6001,-2.4984,2.8023,3036627,2021-05-02 14:22:27:5829,Jogging
14.356,-19.532,-1.6617,15.062,-10.437,1.9378,-3.9297,0.53054,1.3338,3036628,2021-05-02 14:22:27:5830,Jogging
5.9385,-14.669,3.3778,3.7986,-5.234,4.9807,-4.3313,-4.1331,0.18326,3036629,2021-05-02 14:22:27:5831,Jogging
5.9385,-5.6661,3.2825,3.4996,3.7404,4.6019,-3.1337,-4.5274,0.25473,3036630,2021-05-02 14:22:27:5832,Jogging
-3.2008,3.4051,4.1542,-5.2963,12.957,4.891,-1.7962,-3.6307,0.23854,3036631,2021-05-02 14:22:27:5833,Jogging
-3.909,5.2166,4.1542,-5.3906,14.91,4.0701,-0.52198,-2.3387,-0.051007,3036632,2021-05-02 14:22:27:5834,Jogging
-1.6344,4.0044,4.7399,-2.9729,13.691,3.993,0.88178,-1.131,-0.5339,3036633,2021-05-02 14:22:27:5835,Jogging
1.866,4.8488,6.2109,-0.087229,14.012,3.313,1.6515,-0.65576,-0.8998,3036634,2021-05-02 14:22:27:5836,Jogging
0.32689,5.38,5.8704,-2.1738,12.589,-0.28986,1.9933,-0.032987,-1.0482,3036635,2021-05-02 14:22:27:5837,Jogging
-0.54481,3.9227,4.3177,-2.723,8.1821,-4.2429,2.5397,1.4963,-1.3079,3036636,2021-05-02 14:22:27:5838,Jogging
-1.4438,1.0624,0.01362,-3.4713,5.0665,-8.7057,2.6991,3.5293,-1.4108,3036637,2021-05-02 14:22:27:5839,Jogging
-3.5685,-9.6977,-10.283,-2.9932,-0.48487,-13.594,1.835,4.5268,-0.91202,3036638,2021-05-02 14:22:27:5840,Jogging
-6.7421,-18.442,-18.156,-5.0004,-9.0152,-16.089,0.71868,3.08,-0.54214,3036639,2021-05-02 14:22:27:5841,Jogging
7.2324,-7.9951,-2.6696,7.8742,0.22956,2.6326,-3.2868,-3.7122,0.42455,3036640,2021-05-02 14:22:27:5842,Jogging
11.032,-0.72188,14.315,9.9613,8.3789,17.808,0.10201,3.2009,0.03543,3036641,2021-05-02 14:22:27:5843,Jogging
-6.96,-13.293,0.88532,-6.6449,-4.1605,4.4433,-3.3457,0.22633,-0.021686,3036642,2021-05-02 14:22:27:5844,Jogging
-2.9011,-8.3629,11.482,-1.8947,1.392,11.495,0.096211,1.3137,-0.53115,3036643,2021-05-02 14:22:27:5845,Jogging
-2.8875,-12.612,5.2847,-1.359,-3.0067,4.0342,1.8228,2.0992,-0.0027489,3036644,2021-05-02 14:22:27:5846,Jogging
-3.4596,-17.706,4.0044,-1.867,-8.1363,2.5741,4.0384,4.9388,0.76969,3036645,2021-05-02 14:22:27:5847,Jogging
-1.3893,-19.423,4.6854,0.010448,-9.8604,3.0197,4.93,4.0021,1.4386,3036646,2021-05-02 14:22:27:5848,Jogging
6.0611,-19.532,4.8897,6.4437,-9.9131,3.0167,5.569,4.2168,1.3558,3036647,2021-05-02 14:22:27:5849,Jogging
18.183,-19.532,-1.4029,18.948,-10.175,-4.2379,5.327,1.8503,1.3754,3036648,2021-05-02 14:22:27:5850,Jogging
13.893,-19.532,-4.8625,14.64,-10.296,-8.0745,3.5681,-3.0458,-2.1787,3036649,2021-05-02 14:22:27:5851,Jogging
0.77636,-18.728,-8.1586,-1.5853,-9.2113,-7.9956,3.9847,-2.1414,-2.182,3036650,2021-05-02 14:22:27:5852,Jogging
-1.9886,-16.889,-10.637,-3.6878,-7.3201,-9.328,3.3564,-1.682,-2.0042,3036651,2021-05-02 14:22:27:5853,Jogging
-9.3027,-8.3357,-10.542,-10.309,1.2299,-8.6297,2.5336,1.0382,-2.5091,3036652,2021-05-02 14:22:27:5854,Jogging
-15.459,0.72188,-11.659,-14.156,9.8239,-8.2492,2.4929,4.1316,-0.75961,3036653,2021-05-02 14:22:27:5855,Jogging
2.942,0.88532,-0.8036,4.1138,9.703,3.325,0.29291,5.4312,0.81245,3036654,2021-05-02 14:22:27:5856,Jogging
4.9306,-0.72188,-2.2882,5.6047,8.1981,5.231,1.1084,4.1496,0.51343,3036655,2021-05-02 14:22:27:5857,Jogging
3.6775,-2.152,-3.5958,3.3123,6.605,0.80337,0.45204,-0.28558,0.26909,3036656,2021-05-02 14:22:27:5858,Jogging
1.2803,0.054481,-6.1564,0.49014,8.2481,-0.8262,-0.050702,-2.584,0.22388,3036657,2021-05-02 14:22:27:5859,Jogging
0.068102,0.43585,-6.674,-0.69581,7.6748,-0.1025,-0.26848,-2.1991,0.032987,3036658,2021-05-02 14:22:27:5860,Jogging
0.12258,0.43585,-6.3471,-0.61101,7.1428,0.76978,-0.91935,-0.38637,-0.058948,3036659,2021-05-02 14:22:27:5861,Jogging
1.58,-2.261,-2.3018,0.63345,4.4411,4.7944,-2.2312,0.22022,0.53329,3036660,2021-05-02 14:22:27:5862,Jogging
2.7241,-5.4754,-0.98067,1.4085,1.5803,5.7019,-2.6267,-0.0073304,0.54062,3036661,2021-05-02 14:22:27:5863,Jogging
5.1894,-18.633,0.19068,3.1671,-10.212,4.7915,-3.8491,0.39706,0.22663,3036662,2021-05-02 14:22:27:5864,Jogging
3.4459,-19.314,1.3757,1.4385,-10.365,4.8475,-5.0436,0.41783,0.2813,3036663,2021-05-02 14:22:27:5865,Jogging
-9.5206,-19.532,-0.040861,-9.6408,-10.031,2.3885,-4.2898,-2.7614,0.35705,3036664,2021-05-02 14:22:27:5866,Jogging
-9.616,-19.532,-3.1191,-8.9003,-9.9801,-1.0151,-4.0839,-5.1004,0.77885,3036665,2021-05-02 14:22:27:5867,Jogging
-5.9385,-19.532,-8.036,-4.8674,-10.08,-5.6512,-4.7916,-5.1933,2.4639,3036666,2021-05-02 14:22:27:5868,Jogging
17.557,-19.532,-2.0703,19.773,-10.794,1.792,-4.3967,0.68264,2.5058,3036667,2021-05-02 14:22:27:5869,Jogging
10.61,-19.532,0.12258,12.886,-10.948,4.2838,-3.8347,-3.2241,-0.37538,3036668,2021-05-02 14:22:27:5870,Jogging
0.44947,-6.7148,4.3449,-1.0949,2.8589,5.8038,-3.5806,-4.3888,-0.36194,3036669,2021-05-02 14:22:27:5871,Jogging
-3.0237,-0.095342,4.1542,-4.3335,9.5573,5.2859,-1.9957,-3.8045,-0.16127,3036670,2021-05-02 14:22:27:5872,Jogging
-4.6718,3.1327,3.6503,-5.593,12.86,4.4825,-0.66493,-2.3466,-0.37935,3036671,2021-05-02 14:22:27:5873,Jogging
-2.152,5.0531,5.2983,-2.3092,14.854,5.0134,0.47678,-1.4197,-0.84086,3036672,2021-05-02 14:22:27:5874,Jogging
0.61292,6.0611,5.7478,0.34293,15.786,4.5136,1.2892,-0.74862,-1.0318,3036673,2021-05-02 14:22:27:5875,Jogging
1.471,7.7091,6.279,0.87013,17.13,3.6219,1.7559,0.31551,-1.2242,3036674,2021-05-02 14:22:27:5876,Jogging
1.2258,7.0826,7.3958,0.27083,15.633,2.6904,2.6869,1.7843,-1.4459,3036675,2021-05-02 14:22:27:5877,Jogging
-1.5527,3.2553,2.3155,-1.8284,9.7393,-5.0365,2.9664,2.7895,-1.3564,3036676,2021-05-02 14:22:27:5878,Jogging
-1.9068,-1.7298,-2.6832,-1.4993,5.5434,-9.2487,2.4148,3.5051,-1.0024,3036677,2021-05-02 14:22:27:5879,Jogging
-4.304,-16.957,-14.955,-2.7596,-7.8081,-18.13,1.1044,3.061,-0.44196,3036678,2021-05-02 14:22:27:5880,Jogging
-2.1656,-19.218,-18.456,-0.56495,-10.074,-21.618,-2.5262,-1.1811,0.73426,3036679,2021-05-02 14:22:27:5881,Jogging
8.7443,-0.89894,9.6432,1.9555,-0.32996,-9.6696,-3.3204,-2.9795,0.90286,3036680,2021-05-02 14:22:27:5882,Jogging
3.5685,-6.4424,5.7205,2.6526,2.9301,8.4568,-1.6264,-0.41966,0.93096,3036681,2021-05-02 14:22:27:5883,Jogging
-3.8273,-16.263,-12.599,-3.9629,-7.1961,-8.8641,-4.1203,1.5104,1.1689,3036682,2021-05-02 14:22:27:5884,Jogging
4.4947,-13.498,15.732,3.7735,-3.7848,16.876,-0.86621,2.9325,-0.81428,3036683,2021-05-02 14:22:27:5885,Jogging
-4.6173,-9.8884,0.78998,-3.9029,-0.10853,0.91188,1.6365,1.6032,-0.46731,3036684,2021-05-02 14:22:27:5886,Jogging
-2.5742,-14.615,1.7025,-1.687,-4.8487,1.6067,3.0626,4.1194,0.057421,3036685,2021-05-02 14:22:27:5887,Jogging
-3.7047,-18.442,1.3757,-2.6106,-8.699,1.157,3.6182,3.2904,0.90927,3036686,2021-05-02 14:22:27:5888,Jogging
-0.99429,-19.246,3.514,0.047048,-9.5148,2.8824,4.0812,4.3634,1.1151,3036687,2021-05-02 14:22:27:5889,Jogging
8.9758,-19.532,1.9886,2.2021,-9.7595,2.5,5.0131,4.1481,1.3659,3036688,2021-05-02 14:22:27:5890,Jogging
14.247,-19.532,-3.1054,14.431,-9.8739,-4.7982,3.5394,-1.9282,-1.0186,3036689,2021-05-02 14:22:27:5891,Jogging
8.3629,-15.459,-6.3335,6.8365,-5.772,-6.3113,3.0064,-2.8512,-1.9908,3036690,2021-05-02 14:22:27:5892,Jogging
2.5879,-15.813,-7.6546,1.0573,-6.1425,-7.103,3.1731,-1.9297,-1.8579,3036691,2021-05-02 14:22:27:5893,Jogging
-4.6582,-11.795,-10.542,-5.5463,-2.1889,-8.7812,3.2846,-1.6985,-1.5843,3036692,2021-05-02 14:22:27:5894,Jogging
-6.2245,-5.7205,-8.4719,-6.6121,3.8074,-6.1831,2.8998,-1.8094,-0.76358,3036693,2021-05-02 14:22:27:5895,Jogging
-6.9872,-0.23155,-7.7636,-6.8109,9.1451,-4.8968,1.3479,2.7929,-1.2837,3036694,2021-05-02 14:22:27:5896,Jogging
0.49033,0.8036,-4.985,0.90613,9.8058,-1.1175,1.0718,3.2883,0.096822,3036695,2021-05-02 14:22:27:5897,Jogging
2.2474,0.24517,-2.9011,2.4203,9.1341,1.2373,0.75808,2.1564,0.56627,3036696,2021-05-02 14:22:27:5898,Jogging
3.4187,2.2065,-2.9556,2.7594,10.697,1.9066,0.8937,0.89278,0.47006,3036697,2021-05-02 14:22:27:5899,Jogging
-0.027241,1.8387,-4.3994,-0.67537,9.9719,1.0413,-0.0018326,-0.093768,0.21166,3036698,2021-05-02 14:22:27:5900,Jogging
-1.4438,-0.25879,-4.2359,-1.2202,5.2212,1.9016,-1.6808,-1.3506,0.70738,3036699,2021-05-02 14:22:27:5901,Jogging
0.8036,-4.4539,-2.3018,0.47921,3.2884,3.7084,-1.8045,-1.0342,0.79107,3036700,2021-05-02 14:22:27:5902,Jogging
2.2882,-5.7886,-0.99429,1.62,2.2077,4.6432,-2.3005,0.16157,1.0767,3036701,2021-05-02 14:22:27:5903,Jogging
2.547,-12.354,-0.31327,1.6057,-3.8241,4.4334,-2.5992,0.95723,1.2135,3036702,2021-05-02 14:22:27:5904,Jogging
1.8932,-19.314,3.8001,0.78332,-9.8653,6.1808,-5.025,2.0229,0.0024435,3036703,2021-05-02 14:22:27:5905,Jogging
-4.1542,-19.504,4.3858,-4.6221,-9.8203,5.8594,-4.9098,1.3592,-0.57269,3036704,2021-05-02 14:22:27:5906,Jogging
-8.0224,-19.532,1.7162,-7.6483,-9.7875,2.7572,-1.9911,-2.8405,0.30879,3036705,2021-05-02 14:22:27:5907,Jogging
-4.127,-19.532,-3.8273,-3.0426,-9.8547,-2.6641,-3.1102,-4.1808,1.8228,3036706,2021-05-02 14:22:27:5908,Jogging
2.6968,-19.532,-6.1836,3.4124,-9.8594,-4.7319,-3.8759,-4.8011,3.1655,3036707,2021-05-02 14:22:27:5909,Jogging
11.904,-19.532,-1.9068,13.538,-10.128,0.34532,-2.6576,-2.2733,1.7526,3036708,2021-05-02 14:22:27:5910,Jogging
5.5707,-17.57,-0.24517,4.123,-7.9624,1.0828,-1.9349,-1.3021,-0.58002,3036709,2021-05-02 14:22:27:5911,Jogging
-1.6344,-7.9679,2.9284,-2.813,1.7379,3.6887,-1.47,-3.1695,-0.47037,3036710,2021-05-02 14:22:27:5912,Jogging
-3.2689,-2.8058,2.1112,-4.173,6.9417,2.6943,-0.94501,-2.5733,-0.59162,3036711,2021-05-02 14:22:27:5913,Jogging
-4.1814,0.14982,1.4165,-4.7283,9.9302,1.8799,-0.44318,-1.9444,-0.66065,3036712,2021-05-02 14:22:27:5914,Jogging
-1.1441,4.5356,3.4459,-1.3582,14.338,3.263,0.86071,-0.85094,-0.96181,3036713,2021-05-02 14:22:27:5915,Jogging
0.040861,7.8998,5.5435,-0.20291,17.652,4.5415,1.4645,-0.62461,-1.0467,3036714,2021-05-02 14:22:27:5916,Jogging
0.57205,7.0417,7.9543,0.20364,16.517,5.4547,2.9309,-0.40623,-1.3839,3036715,2021-05-02 14:22:27:5917,Jogging
0.27241,3.1872,5.9521,-0.15874,12.24,2.2066,3.3934,0.036346,-1.0828,3036716,2021-05-02 14:22:27:5918,Jogging
-2.6287,-3.4868,-6.6604,-2.3326,6.0496,-8.9276,2.1249,1.1423,-0.051618,3036717,2021-05-02 14:22:27:5919,Jogging
-6.2517,-11.673,-15.99,-4.7673,-2.0967,-14.484,-0.98197,1.8851,1.0351,3036718,2021-05-02 14:22:27:5920,Jogging
-5.094,-14.274,-13.103,-2.619,-5.8161,-8.8009,-3.488,-1.9306,2.2235,3036719,2021-05-02 14:22:27:5921,Jogging
-1.3076,-7.5048,-16.317,0.89177,0.35883,-10.886,-3.1215,-4.5806,0.68722,3036720,2021-05-02 14:22:27:5922,Jogging
14.519,-1.58,15.759,12.842,7.624,18.699,-1.4331,3.4187,0.91294,3036721,2021-05-02 14:22:27:5923,Jogging
-6.4424,-7.1643,-1.3484,-6.9349,2.2073,1.4976,-3.6679,-2.9016,1.3616,3036722,2021-05-02 14:22:27:5924,Jogging
-0.1362,-8.036,-9.1393,-0.53041,1.0236,-5.4059,-1.0614,-1.3045,-0.20861,3036723,2021-05-02 14:22:27:5925,Jogging
1.7706,-18.428,6.2517,5.9288,-3.8087,6.7231,0.047342,1.4478,-0.7758,3036724,2021-05-02 14:22:27:5926,Jogging
-2.0567,-19.218,1.3893,-2.8402,-9.4818,2.2586,1.1551,1.7404,0.3543,3036725,2021-05-02 14:22:27:5927,Jogging
-2.5334,-17.979,1.4165,-2.9326,-8.1975,1.9954,1.3522,-0.14172,0.67653,3036726,2021-05-02 14:22:27:5928,Jogging
2.7786,-19.382,-0.72188,2.303,-9.5963,-0.2873,1.7599,-0.23366,0.44379,3036727,2021-05-02 14:22:27:5929,Jogging
4.8352,-19.491,-2.6015,4.0572,-9.7316,-2.0324,2.0253,-0.45509,-0.73945,3036728,2021-05-02 14:22:27:5930,Jogging
3.0918,-18.061,-3.2553,2.1922,-8.3228,-2.5231,2.6594,-1.0556,-3.1255,3036729,2021-05-02 14:22:27:5931,Jogging
-3.0646,-15.963,-5.1349,-3.5804,-6.2381,-3.982,2.6738,-1.7556,-3.0161,3036730,2021-05-02 14:22:27:5932,Jogging
-3.7184,-15.636,-6.6467,-3.9125,-5.9447,-5.1608,2.4816,-3.1221,-2.591,3036731,2021-05-02 14:22:27:5933,Jogging
-4.4811,-9.9837,-6.9736,-4.059,-0.4301,-4.8009,2.2706,-2.9719,-2.459,3036732,2021-05-02 14:22:27:5934,Jogging
-5.2847,-7.0962,-6.4016,-4.4958,2.3519,-3.8951,1.5269,-2.5217,-1.5779,3036733,2021-05-02 14:22:27:5935,Jogging
-5.5843,-4.018,-5.8704,-4.3926,5.2898,-3.0216,1.2697,-2.4487,-1.2483,3036734,2021-05-02 14:22:27:5936,Jogging
-2.438,-0.027241,-5.5162,-0.74407,8.9137,-1.8611,0.83627,-2.0253,-0.51374,3036735,2021-05-02 14:22:27:5937,Jogging
-0.14982,-0.081722,-6.4152,1.513,8.6237,-2.2174,0.16829,-1.7691,0.011606,3036736,2021-05-02 14:22:27:5938,Jogging
1.0351,-1.1577,-6.5241,2.5185,7.3098,-1.8049,-0.58857,-1.4386,0.45204,3036737,2021-05-02 14:22:27:5939,Jogging
0.040861,-1.362,-4.6445,1.3133,6.6699,0.83627,-1.0076,-0.38271,0.70921,3036738,2021-05-02 14:22:27:5940,Jogging
-0.74912,-1.4982,-2.0158,0.5789,6.4674,3.548,-1.2892,0.60751,0.76267,3036739,2021-05-02 14:22:27:5941,Jogging
-0.32689,-1.5391,-0.16344,1.0898,6.2686,5.5988,-1.3656,0.64049,0.70647,3036740,2021-05-02 14:22:27:5942,Jogging
-0.28603,-1.8251,-0.068102,1.1475,5.896,5.8056,-1.4499,0.55955,0.82589,3036741,2021-05-02 14:22:27:5943,Jogging
0.78998,-9.7249,0.40861,1.7675,-0.8716,4.5115,-1.6802,-0.37538,1.7462,3036742,2021-05-02 14:22:27:5944,Jogging
4.0316,-17.829,0.65378,4.2123,-8.5129,3.7112,-3.2339,-0.35797,3.0907,3036743,2021-05-02 14:22:27:5945,Jogging
10.569,-19.314,7.7636,11.033,-10.106,11.107,-5.0155,-0.91966,2.8756,3036744,2021-05-02 14:22:27:5946,Jogging
-1.9886,-15.99,2.3427,-2.7165,-6.254,3.2622,-2.4071,-4.0852,-0.11301,3036745,2021-05-02 14:22:27:5947,Jogging
-1.9886,-15.99,2.3427,-2.7165,-6.254,3.2622,-1.4875,-6.2895,0.052534,3036746,2021-05-02 14:22:27:5948,Jogging
1.0624,-18.456,-12.027,0.86734,-6.7855,-3.6105,-1.3005,-3.8671,-0.060781,3036747,2021-05-02 14:22:27:5949,Jogging
4.6173,-15.84,0.57205,3.6048,-6.3233,2.7096,-0.97983,-1.595,-0.34056,3036748,2021-05-02 14:22:27:5950,Jogging
2.6968,-15.595,3.1327,1.5905,-5.9869,4.7528,0.18387,-0.7871,-1.507,3036749,2021-05-02 14:22:27:5951,Jogging
-0.14982,-9.3436,4.2359,-1.1075,0.39449,4.8868,0.6353,-1.4502,-2.2565,3036750,2021-05-02 14:22:27:5952,Jogging
-0.55843,-5.38,3.6094,-1.3306,4.3958,3.5291,0.52015,-1.7294,-2.1576,3036751,2021-05-02 14:22:27:5953,Jogging
-0.92618,-3.5685,2.4244,-1.469,6.205,1.8289,0.82558,-1.6869,-1.847,3036752,2021-05-02 14:22:27:5954,Jogging
-1.2939,-2.2201,2.7241,-1.5038,7.5109,1.5268,1.6503,-1.6857,-1.558,3036753,2021-05-02 14:22:27:5955,Jogging
0.12258,-2.942,2.7104,0.016067,6.6997,0.92276,1.897,-1.6277,-1.3164,3036754,2021-05-02 14:22:27:5956,Jogging
1.2667,-3.0373,3.9227,0.86484,6.4042,1.3024,2.434,-1.1839,-1.2572,3036755,2021-05-02 14:22:27:5957,Jogging
-0.20431,-3.228,2.1793,-0.55008,6.1616,-0.62888,3.2443,-0.94928,-0.8375,3036756,2021-05-02 14:22:27:5958,Jogging
-4.9987,-5.8431,-9.6841,-4.1447,3.9095,-10.256,1.9407,-3.0122,0.025962,3036757,2021-05-02 14:22:27:5959,Jogging
-10.896,-7.6138,-11.863,-7.6616,1.1398,-8.8495,-1.8063,-8.3798,0.57177,3036758,2021-05-02 14:22:27:5960,Jogging
-8.1177,-5.2847,-9.3572,-3.4555,2.2119,-5.0869,-1.1096,-5.266,0.55039,3036759,2021-05-02 14:22:27:5961,Jogging
3.2553,-3.6366,-3.3778,7.0894,3.8112,1.7211,-2.0614,-0.036652,1.8051,3036760,2021-05-02 14:22:27:5962,Jogging
4.1678,-8.431,7.7227,6.3065,0.70551,10.572,-2.4969,3.0488,1.7691,3036761,2021-05-02 14:22:27:5963,Jogging
0.36775,-15.445,8.0088,2.0541,-5.859,9.2032,-2.1567,6.0857,0.26114,3036762,2021-05-02 14:22:27:5964,Jogging
-2.6287,-19.409,0.8036,-1.0458,-9.7394,1.2079,0.087048,-0.73457,-0.21625,3036763,2021-05-02 14:22:27:5965,Jogging
2.6151,-15.187,-0.69464,3.4834,-5.4248,-0.34547,-0.058643,-4.1084,0.52107,3036764,2021-05-02 14:22:27:5966,Jogging
5.3664,-13.457,-0.47671,5.6509,-3.6606,-0.12673,-0.17074,-5.1618,-0.097128,3036765,2021-05-02 14:22:27:5967,Jogging
5.7614,-14.22,-1.3484,5.0082,-4.4511,-0.92486,1.4297,-2.9175,-1.5937,3036766,2021-05-02 14:22:27:5968,Jogging
3.051,-13.579,-2.3563,2.1332,-3.8325,-1.7872,1.2602,-1.0339,-1.3842,3036767,2021-05-02 14:22:27:5969,Jogging
0.28603,-12.83,-0.6674,-0.56846,-3.085,0.017258,0.55772,-0.41478,-1.0079,3036768,2021-05-02 14:22:27:5970,Jogging
-1.2258,-10.896,0.91256,-1.8135,-1.1181,1.3737,0.84299,0.90103,-0.98166,3036769,2021-05-02 14:22:27:5971,Jogging
-2.0839,-10.052,1.0624,-2.4479,-0.2576,1.3958,1.3387,1.6625,-0.85857,3036770,2021-05-02 14:22:27:5972,Jogging
-3.8409,-8.1586,1.5255,-3.5743,1.6444,1.5343,1.8036,0.73976,-0.62705,3036771,2021-05-02 14:22:27:5973,Jogging
-2.2474,-7.0553,1.3348,-1.5191,2.7217,1.1106,1.6325,-0.96944,-0.37293,3036772,2021-05-02 14:22:27:5974,Jogging
-0.19068,-6.1836,0.44947,0.58236,3.5861,0.095735,1.241,-2.2477,-0.146,3036773,2021-05-02 14:22:27:5975,Jogging
-0.19068,-6.17,0.095342,0.55123,3.6026,-0.245,1.2679,-2.6881,-0.15913,3036774,2021-05-02 14:22:27:5976,Jogging
0.095342,-7.3822,-0.9398,0.71094,2.4041,-1.0793,1.5779,-2.9199,-0.11118,3036775,2021-05-02 14:22:27:5977,Jogging
0.24517,-7.8862,-1.4982,0.77808,1.9059,-1.4573,1.4233,-2.9706,-0.014355,3036776,2021-05-02 14:22:27:5978,Jogging
0.51757,-8.6625,-2.1793,0.84156,1.127,-1.6984,1.0302,-2.2568,0.049175,3036777,2021-05-02 14:22:27:5979,Jogging
0.21793,-8.6489,-2.5606,0.4334,1.1128,-1.6478,0.89522,-1.6493,0.11515,3036778,2021-05-02 14:22:27:5980,Jogging
-0.34051,-8.7306,-2.9829,-0.10907,1.0053,-1.8301,0.6744,-1.6774,0.27519,3036779,2021-05-02 14:22:27:5981,Jogging
-0.6674,-8.3901,-3.5004,-0.34699,1.2731,-1.8605,0.31704,-2.4841,0.55253,3036780,2021-05-02 14:22:27:5982,Jogging
-0.12258,-8.2403,-4.8625,0.20015,1.2978,-2.6063,0.073609,-3.6884,0.86254,3036781,2021-05-02 14:22:27:5983,Jogging
-0.31327,-9.3436,-6.9328,-0.008415,-0.034365,-3.8641,-0.31429,-4.5525,1.2895,3036782,2021-05-02 14:22:27:5984,Jogging
0.47671,-9.5615,-7.4776,0.69414,-0.39388,-4.0022,-1.1961,-4.5222,1.8521,3036783,2021-05-02 14:22:27:5985,Jogging
0.65378,-12.122,-6.6876,0.77513,-3.1401,-2.7532,-1.9954,-2.8289,1.9963,3036784,2021-05-02 14:22:27:5986,Jogging
4.6173,-14.192,-2.9965,2.5388,-5.428,-1.2559,-2.762,-1.9413,1.879,3036785,2021-05-02 14:22:27:5987,Jogging
5.775,-12.776,0.57205,4.7864,-3.5434,3.7271,-3.0555,-1.2092,1.0409,3036786,2021-05-02 14:22:27:5988,Jogging
2.3427,-13.307,1.866,1.0022,-3.8377,4.0348,-2.3198,2.6878,0.17807,3036787,2021-05-02 14:22:27:5989,Jogging
0.62654,-14.397,1.4301,-0.60745,-4.8339,3.2193,-2.4642,2.7208,-0.072388,3036788,2021-05-02 14:22:27:5990,Jogging
-1.9886,-18.319,2.2337,-2.6908,-8.5824,3.1654,-2.3628,-0.85888,-0.44135,3036789,2021-05-02 14:22:27:5991,Jogging
-1.3484,-19.327,-1.1713,-1.6627,-9.5526,-0.44516,-2.8234,-4.7473,0.197,3036790,2021-05-02 14:22:27:5992,Jogging
0.85808,-19.504,-6.1836,0.52904,-9.7591,-5.138,-3.306,-7.6563,0.47556,3036791,2021-05-02 14:22:27:5993,Jogging
3.7728,-19.532,-9.3299,3.1245,-9.9342,-7.4219,-3.2724,-3.1023,-0.41203,3036792,2021-05-02 14:22:27:5994,Jogging
0.25879,-19.532,-2.5742,-0.39147,-9.9555,-0.56265,-2.5879,-0.51191,-1.0852,3036793,2021-05-02 14:22:27:5995,Jogging
0.10896,-15.377,-0.54481,-0.43116,-5.732,1.1422,-3.1579,-2.4392,-0.79596,3036794,2021-05-02 14:22:27:5996,Jogging
-0.24517,-11.863,-1.1577,-0.69336,-2.1917,0.40079,-3.2376,-3.6069,-0.16493,3036795,2021-05-02 14:22:27:5997,Jogging
-1.2122,-8.4991,-0.83084,-1.5561,1.1822,0.69409,-2.6612,-3.8866,0.0076358,3036796,2021-05-02 14:22:27:5998,Jogging
-2.7513,-4.0589,-1.1032,-2.7603,5.6218,0.46334,-1.5058,-2.9587,0.12156,3036797,2021-05-02 14:22:27:5999,Jogging
-3.9227,-1.7706,0.23155,-3.3223,7.8994,1.7481,-0.75259,-1.9105,0.021686,3036798,2021-05-02 14:22:27:6000,Jogging
-3.4187,-1.2667,0.54481,-2.4963,8.3893,1.9873,0.034514,-0.84605,-0.26359,3036799,2021-05-02 14:22:27:6001,Jogging
-1.3212,1.1577,1.0215,-0.07746,10.807,2.2554,0.59529,0.034514,-0.50213,3036800,2021-05-02 14:22:27:6002,Jogging
-0.99429,3.4051,1.2531,0.76149,13.005,2.2181,0.83902,0.47006,-0.49816,3036801,2021-05-02 14:22:27:6003,Jogging
-0.28603,3.6911,1.0215,1.6517,13.268,1.8582,1.0693,0.45173,-0.43402,3036802,2021-05-02 14:22:27:6004,Jogging
-1.076,2.8875,-0.5993,1.547,12.278,0.45248,1.3451,0.86804,-0.67348,3036803,2021-05-02 14:22:27:6005,Jogging
-1.076,2.8875,-0.5993,1.547,12.278,0.45248,1.4374,1.1316,-0.79657,3036804,2021-05-02 14:22:27:6006,Jogging
-2.0567,-0.55843,-7.7227,1.573,6.9721,-2.5957,1.2501,1.2929,-0.79046,3036805,2021-05-02 14:22:27:6007,Jogging
-1.2667,-0.28603,-0.14982,2.4059,6.0413,6.3807,0.084299,-0.013134,-0.32254,3036806,2021-05-02 14:22:27:6008,Jogging
3.3234,-2.0839,4.6718,5.8626,6.9982,7.362,1.1747,1.058,-0.50427,3036807,2021-05-02 14:22:27:6009,Jogging
-0.47671,-10.379,-7.2869,1.1783,-1.5809,-3.2831,-0.71929,1.817,-0.5226,3036808,2021-05-02 14:22:27:6010,Jogging
-3.0101,-18.96,5.2847,-1.5388,-9.298,6.0979,1.8231,3.689,0.59101,3036809,2021-05-02 14:22:27:6011,Jogging
-1.5527,-19.395,4.1814,-0.26743,-9.6733,4.1894,1.1472,0.61209,0.66493,3036810,2021-05-02 14:22:27:6012,Jogging
0.49033,-10.038,-0.24517,1.3703,-0.27322,-0.44833,1.9206,1.1255,0.43646,3036811,2021-05-02 14:22:27:6013,Jogging
