ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),TimeSinceStartinms,YYYY-MO-DD HH-MI-SS_SSS,Activity
-2.438,-3.3097,-7.8181,0.45117,-0.75297,1.1978,1.2355,0.47647,-0.69058,3054609,2021-05-02 14:22:27:23811,Cycling
-2.5742,-3.0646,-7.9951,0.10217,-0.12337,0.96904,1.2138,0.8207,-0.70036,3054610,2021-05-02 14:22:27:23812,Cycling
-2.5742,-2.7649,-8.2812,0.009944,0.29703,0.66963,1.2452,0.85002,-0.67898,3054611,2021-05-02 14:22:27:23813,Cycling
-1.4438,-3.2825,-7.927,0.64232,0.41173,0.91441,1.5119,1.2584,-0.63866,3054612,2021-05-02 14:22:27:23814,Cycling
-1.4438,-3.2825,-7.927,0.64232,0.41173,0.91441,1.5119,1.2584,-0.63866,3054613,2021-05-02 14:22:27:23815,Cycling
-1.3484,-4.5083,-7.641,0.67694,0.10742,2.0397,1.5699,1.3656,-0.64935,3054614,2021-05-02 14:22:27:23816,Cycling
-2.1929,-5.2847,-10.27,-0.62232,-1.0035,-1.5879,1.6793,0.95692,-0.60903,3054615,2021-05-02 14:22:27:23817,Cycling
-1.9613,-6.0202,-10.951,-0.57628,-1.4404,-2.3905,1.7782,0.93707,-0.40256,3054616,2021-05-02 14:22:27:23818,Cycling
-1.3484,-6.7829,-8.1722,-0.14868,-1.8832,0.23751,1.6038,0.99632,-0.18754,3054617,2021-05-02 14:22:27:23819,Cycling
-2.0022,-5.9521,-6.8374,-0.95563,-0.77049,1.4225,1.5403,1.0275,-0.030238,3054618,2021-05-02 14:22:27:23820,Cycling
-1.975,-5.094,-7.1915,-1.0981,0.4416,0.85572,1.4536,0.69394,0.15882,3054619,2021-05-02 14:22:27:23821,Cycling
-1.0215,-5.2166,-6.8102,-0.16298,0.53644,1.0851,1.4682,0.36866,0.32101,3054620,2021-05-02 14:22:27:23822,Cycling
-0.31327,-5.6116,-6.8102,0.5018,0.36684,0.92057,1.54,0.65424,0.40653,3054621,2021-05-02 14:22:27:23823,Cycling
0.1362,-6.6876,-6.5105,0.91123,-0.47878,1.0407,1.5299,0.43249,0.42058,3054622,2021-05-02 14:22:27:23824,Cycling
-0.12258,-7.0962,-7.0962,0.64475,-0.76852,0.35645,1.6567,0.49938,0.32132,3054623,2021-05-02 14:22:27:23825,Cycling
-1.7025,-8.5263,-9.0303,-0.98934,-1.8666,-1.8672,1.4111,0.32254,0.32712,3054624,2021-05-02 14:22:27:23826,Cycling
-0.50395,-9.0575,-10.052,0.22615,-2.2304,-3.0499,1.1225,0.21502,0.45296,3054625,2021-05-02 14:22:27:23827,Cycling
0.14982,-9.1801,-9.6977,0.88044,-2.2839,-2.7638,1.1347,0.7984,0.30146,3054626,2021-05-02 14:22:27:23828,Cycling
0.40861,-7.5048,-6.1292,1.0135,-0.37709,0.57905,1.3219,1.2065,0.058032,3054627,2021-05-02 14:22:27:23829,Cycling
-0.21793,-6.7966,-5.5299,0.2491,0.54872,0.95082,0.9108,0.44502,0.17257,3054628,2021-05-02 14:22:27:23830,Cycling
0.64016,-6.8238,-5.3528,1.0926,0.56982,1.0737,0.80146,0.53359,0.14294,3054629,2021-05-02 14:22:27:23831,Cycling
0.9398,-7.9951,-7.4503,1.2763,-0.44477,-1.2014,0.95661,0.5681,0.094684,3054630,2021-05-02 14:22:27:23832,Cycling
0.8036,-8.8941,-8.0632,1.1184,-1.2541,-1.9231,0.85155,0.025962,0.14508,3054631,2021-05-02 14:22:27:23833,Cycling
1.0079,-8.8805,-7.6274,1.3024,-1.1915,-1.5476,0.96181,0.42547,-0.016799,3054632,2021-05-02 14:22:27:23834,Cycling
0.35413,-8.9077,-7.2188,0.54607,-1.0708,-1.3267,0.63347,0.091935,-0.065363,3054633,2021-05-02 14:22:27:23835,Cycling
0.88532,-9.1529,-6.7285,1.0401,-1.2534,-0.91938,0.4725,-0.059254,-0.12217,3054634,2021-05-02 14:22:27:23836,Cycling
0.25879,-8.7306,-6.2517,0.40272,-0.8049,-0.47833,0.44593,0.0076358,-0.16829,3054635,2021-05-02 14:22:27:23837,Cycling
0.44947,-8.145,-5.7342,0.52685,-0.13924,-0.070887,0.56352,-0.1124,-0.32467,3054636,2021-05-02 14:22:27:23838,Cycling
-0.12258,-7.7091,-5.5026,-0.089432,0.35393,0.079183,0.52076,0.069944,-0.38057,3054637,2021-05-02 14:22:27:23839,Cycling
0.47671,-9.1801,-5.8976,0.43071,-1.0632,-0.39455,0.49388,0.16707,-0.42547,3054638,2021-05-02 14:22:27:23840,Cycling
0.47671,-9.9565,-6.0202,0.35107,-1.7874,-0.59605,0.43402,-0.20281,-0.38393,3054639,2021-05-02 14:22:27:23841,Cycling
-0.027241,-8.8124,-5.9793,-0.18221,-0.60508,-0.614,0.23182,-0.2645,-0.3656,3054640,2021-05-02 14:22:27:23842,Cycling
-0.10896,-7.2052,-4.8488,-0.30413,1.0216,0.48524,0.10782,-0.22907,-0.33934,3054641,2021-05-02 14:22:27:23843,Cycling
0.081722,-7.9407,-4.3449,-0.19673,0.28946,0.98285,-0.010385,-0.055589,-0.22541,3054642,2021-05-02 14:22:27:23844,Cycling
-0.19068,-8.6489,-4.304,-0.42801,-0.41577,1.0185,-0.075442,0.12034,-0.11912,3054643,2021-05-02 14:22:27:23845,Cycling
0.01362,-8.6489,-5.6661,-0.24706,-0.43175,-0.31999,-0.23732,0.078191,-0.000305,3054644,2021-05-02 14:22:27:23846,Cycling
-0.53119,-7.4231,-7.0281,-0.76223,0.73112,-1.5851,-0.41569,-0.25381,0.030849,3054645,2021-05-02 14:22:27:23847,Cycling
0.42223,-7.355,-6.674,0.22138,0.72589,-1.1215,-0.54123,0.016799,0.068722,3054646,2021-05-02 14:22:27:23848,Cycling
0.8036,-7.6683,-6.0883,0.60089,0.37925,-0.48767,-0.4102,0.26145,0.014661,3054647,2021-05-02 14:22:27:23849,Cycling
0.27241,-8.1177,-4.8352,0.032982,-0.13644,0.85795,-0.47434,0.25229,0.075442,3054648,2021-05-02 14:22:27:23850,Cycling
0.46309,-8.145,-5.9249,0.22217,-0.22274,-0.14985,-0.74373,-0.17226,0.20708,3054649,2021-05-02 14:22:27:23851,Cycling
0.78998,-8.3765,-7.5457,0.66011,-0.60448,-1.5666,-0.89186,-0.59223,0.27642,3054650,2021-05-02 14:22:27:23852,Cycling
0.85808,-8.3901,-7.7636,0.7742,-0.6761,-1.7091,-0.78007,-0.44685,0.23946,3054651,2021-05-02 14:22:27:23853,Cycling
0.6674,-7.8045,-6.9464,0.64047,-0.18644,-0.77098,-0.62461,-0.1182,0.096211,3054652,2021-05-02 14:22:27:23854,Cycling
0.027241,-7.355,-5.3392,0.015357,0.14798,0.97555,-0.69028,0.023518,0.033598,3054653,2021-05-02 14:22:27:23855,Cycling
0.027241,-7.8453,-5.9521,0.027664,-0.4298,0.46511,-0.82528,-0.21136,0.14386,3054654,2021-05-02 14:22:27:23856,Cycling
0.50395,-8.5672,-7.2052,0.56578,-1.2546,-0.67126,-0.83505,-0.51435,0.17226,3054655,2021-05-02 14:22:27:23857,Cycling
-0.39499,-9.1393,-10.065,-0.18915,-1.9526,-3.3961,-0.90744,-1.1545,0.097433,3054656,2021-05-02 14:22:27:23858,Cycling
-0.6674,-8.7715,-10.188,-0.37718,-1.6568,-3.4451,-0.96639,-0.61087,-0.09499,3054657,2021-05-02 14:22:27:23859,Cycling
-0.12258,-7.7091,-7.4095,0.26598,-0.78523,-0.47555,-0.73854,-0.042455,-0.29047,3054658,2021-05-02 14:22:27:23860,Cycling
-0.23155,-6.7421,-6.1428,0.11512,0.098988,0.87507,-0.64721,-0.009163,-0.30604,3054659,2021-05-02 14:22:27:23861,Cycling
0.38137,-7.1643,-5.5707,0.70811,-0.47384,1.5918,-0.95417,-0.35155,-0.18876,3054660,2021-05-02 14:22:27:23862,Cycling
0.19068,-6.7421,-5.8023,0.54207,-0.11516,1.4179,-0.99815,-0.72449,-0.26084,3054661,2021-05-02 14:22:27:23863,Cycling
-0.55843,-5.8023,-6.9191,-0.14191,0.68455,0.42376,-1.0293,-0.47556,-0.16066,3054662,2021-05-02 14:22:27:23864,Cycling
0.054481,-6.3062,-6.8919,0.51695,0.033705,0.57549,-1.0715,-0.47128,0.0064141,3054663,2021-05-02 14:22:27:23865,Cycling
-0.27241,-6.96,-7.9679,0.31276,-0.84444,-0.32409,-1.0901,-0.78924,-0.084299,3054664,2021-05-02 14:22:27:23866,Cycling
-1.1169,-6.4152,-9.6977,-0.45017,-0.50048,-1.904,-1.3381,-0.33872,0.032681,3054665,2021-05-02 14:22:27:23867,Cycling
-0.6674,-6.9055,-9.4389,0.067918,-1.2103,-1.4895,-1.3995,-0.55375,0.14111,3054666,2021-05-02 14:22:27:23868,Cycling
-1.185,-6.4152,-9.3708,-0.39561,-0.82989,-1.3488,-1.1991,-0.1909,-0.075442,3054667,2021-05-02 14:22:27:23869,Cycling
-1.2531,-6.0883,-8.4719,-0.40935,-0.78238,-0.26785,-1.1622,-0.10232,-0.092546,3054668,2021-05-02 14:22:27:23870,Cycling
-0.76274,-5.5026,-8.6898,0.11545,-0.38627,-0.3698,-1.4303,-0.59987,0.15241,3054669,2021-05-02 14:22:27:23871,Cycling
-0.31327,-5.2302,-8.54,0.69839,-0.35579,-0.090881,-1.5412,-1.0253,0.26023,3054670,2021-05-02 14:22:27:23872,Cycling
-0.95342,-4.4539,-8.4174,0.23659,0.17393,0.14638,-1.3344,-0.83658,0.037874,3054671,2021-05-02 14:22:27:23873,Cycling
-1.1441,-4.1814,-7.8998,0.18138,0.22468,0.76043,-1.3451,-0.82986,0.080634,3054672,2021-05-02 14:22:27:23874,Cycling
-1.4438,-4.4811,-9.0031,0.17312,-0.42609,-0.22165,-1.4468,-1.3317,0.1631,3054673,2021-05-02 14:22:27:23875,Cycling
-1.3076,-4.0452,-8.5808,0.42299,-0.11667,0.23632,-1.438,-1.1234,0.24129,3054674,2021-05-02 14:22:27:23876,Cycling
-1.1169,-3.9771,-6.2109,0.82201,-0.28689,2.6657,-1.3256,-1.2025,0.20861,3054675,2021-05-02 14:22:27:23877,Cycling
-2.261,-1.9886,-7.0417,0.0061424,1.3454,1.8978,-1.3387,-0.95661,0.34483,3054676,2021-05-02 14:22:27:23878,Cycling
-2.2474,-2.8058,-9.6704,0.19656,0.26332,-0.68278,-1.336,-0.89583,0.5846,3054677,2021-05-02 14:22:27:23879,Cycling
-2.4244,-3.5822,-10.12,0.1356,-0.64121,-1.1217,-1.3491,-1.303,0.63958,3054678,2021-05-02 14:22:27:23880,Cycling
-4.2632,-2.1929,-9.3163,-1.3398,0.3726,-0.31395,-0.99052,-0.70311,0.55955,3054679,2021-05-02 14:22:27:23881,Cycling
-4.9033,-2.8194,-9.0984,-1.7179,-0.55389,-0.10446,-0.92057,-0.73579,0.59529,3054680,2021-05-02 14:22:27:23882,Cycling
-4.127,-3.3234,-8.8532,-0.84548,-1.1439,0.12743,-0.84391,-0.7645,0.65576,3054681,2021-05-02 14:22:27:23883,Cycling
-3.2553,-2.8058,-8.3357,0.17689,-0.79207,0.62736,-0.78405,-0.53726,0.59743,3054682,2021-05-02 14:22:27:23884,Cycling
-4.0997,-1.3484,-8.3493,-0.47555,0.40874,0.5921,-0.75839,-0.57269,0.55619,3054683,2021-05-02 14:22:27:23885,Cycling
-3.732,-1.6072,-8.4038,-0.032838,0.063965,0.52339,-0.76541,-0.82956,0.55833,3054684,2021-05-02 14:22:27:23886,Cycling
-3.3778,-1.7979,-6.851,0.56357,-0.36019,2.0129,-0.6915,-0.79779,0.4331,3054685,2021-05-02 14:22:27:23887,Cycling
-3.8546,-1.185,-6.4833,0.16598,0.18783,2.3553,-0.57238,-0.63438,0.3375,3054686,2021-05-02 14:22:27:23888,Cycling
-4.0589,-0.20431,-7.9815,0.09833,1.0032,0.81791,-0.46701,-0.26878,0.41172,3054687,2021-05-02 14:22:27:23889,Cycling
-3.5004,-0.19068,-8.5808,0.72524,0.87038,0.20487,-0.38882,-0.21533,0.34911,3054688,2021-05-02 14:22:27:23890,Cycling
-3.3915,-1.3757,-8.9077,0.86668,-0.3836,-0.12964,-0.24923,-0.2416,0.11668,3054689,2021-05-02 14:22:27:23891,Cycling
-4.018,-1.0351,-9.507,0.27838,-0.091384,-0.74226,-0.3036,-0.081551,0.067195,3054690,2021-05-02 14:22:27:23892,Cycling
-3.8273,-0.01362,-9.0848,0.46987,0.85111,-0.31227,-0.32865,0.13286,-0.050702,3054691,2021-05-02 14:22:27:23893,Cycling
-3.3915,-0.68102,-8.8941,0.86762,0.14079,-0.098907,-0.18295,0.26756,-0.25412,3054692,2021-05-02 14:22:27:23894,Cycling
-2.7104,-0.28603,-7.9134,1.1052,0.33998,0.4697,-0.089492,0.29474,-0.46945,3054693,2021-05-02 14:22:27:23895,Cycling
-2.5334,-0.24517,-6.7829,1.6118,0.59635,2.0646,0.03207,0.38057,-0.65027,3054694,2021-05-02 14:22:27:23896,Cycling
-3.051,-1.1032,-7.2869,1.0132,-0.18829,1.5909,0.26237,0.55772,-0.79199,3054695,2021-05-02 14:22:27:23897,Cycling
-3.5822,-0.96704,-7.7091,0.33893,0.11062,1.2147,0.24557,0.44471,-0.79687,3054696,2021-05-02 14:22:27:23898,Cycling
-4.3585,-0.51757,-9.4798,-0.53168,0.6633,-0.52815,0.40928,0.64446,-0.83139,3054697,2021-05-02 14:22:27:23899,Cycling
-4.0316,-0.19068,-9.6023,-0.26588,1.0437,-0.63207,0.46853,0.47831,-0.81581,3054698,2021-05-02 14:22:27:23900,Cycling
-2.6423,-2.6423,-6.4424,0.97086,-1.1779,2.5559,0.84391,0.53206,-1.004,3054699,2021-05-02 14:22:27:23901,Cycling
-4.9578,-2.4517,-10.42,-1.4652,-0.73715,-1.4178,0.821,0.71777,-0.83963,3054700,2021-05-02 14:22:27:23902,Cycling
-2.7104,-1.362,-6.7966,0.68448,0.48631,2.2161,0.61728,0.39156,-0.74953,3054701,2021-05-02 14:22:27:23903,Cycling
-2.7513,-2.0022,-7.8998,0.51419,0.058818,1.1146,0.92302,0.69242,-0.92516,3054702,2021-05-02 14:22:27:23904,Cycling
-4.6445,-1.9341,-8.4991,-1.6069,0.43857,0.51832,0.91233,0.86773,-0.79382,3054703,2021-05-02 14:22:27:23905,Cycling
-2.6015,-2.1656,-9.5751,-0.4652,0.41804,0.61417,1.0767,0.90866,-0.64263,3054704,2021-05-02 14:22:27:23906,Cycling
-2.4244,-2.0294,-9.9156,0.33156,0.65636,-0.89555,1.1768,1.0986,-0.65271,3054705,2021-05-02 14:22:27:23907,Cycling
-2.3291,-2.2882,-8.5808,0.11578,0.74193,0.41981,1.2688,0.97647,-0.56047,3054706,2021-05-02 14:22:27:23908,Cycling
-1.7025,-4.0997,-7.2324,0.56563,-0.80437,1.7212,1.3408,0.85246,-0.35033,3054707,2021-05-02 14:22:27:23909,Cycling
-1.9613,-4.4539,-7.1234,0.22764,-1.0259,1.8,1.2727,0.73182,-0.33598,3054708,2021-05-02 14:22:27:23910,Cycling
-2.1656,-3.8682,-6.9736,-0.18247,-0.080599,1.852,1.2831,0.84238,-0.19639,3054709,2021-05-02 14:22:27:23911,Cycling
-1.6344,-3.1872,-8.7715,0.17609,0.81941,-0.0056782,1.3961,1.1515,-0.2025,3054710,2021-05-02 14:22:27:23912,Cycling
-1.2803,-2.6696,-9.2346,0.33496,1.5544,-0.53291,1.5727,0.75198,-0.25473,3054711,2021-05-02 14:22:27:23913,Cycling
-0.76274,-3.7456,-7.2052,0.70312,0.74307,1.3898,1.5507,0.99632,-0.13897,3054712,2021-05-02 14:22:27:23914,Cycling
-1.5119,-5.5026,-8.9622,-0.21078,-0.75227,-0.48211,1.4716,0.55833,-0.050091,3054713,2021-05-02 14:22:27:23915,Cycling
-0.49033,-6.6195,-9.1801,0.74469,-1.6194,-0.83481,1.4981,0.059254,0.016799,3054714,2021-05-02 14:22:27:23916,Cycling
-1.2803,-6.3198,-8.6081,-0.14556,-0.96144,-0.47355,1.3619,0.6973,-0.15699,3054715,2021-05-02 14:22:27:23917,Cycling
-1.471,-5.7342,-7.9951,-0.40469,-0.27826,0.08362,1.1949,0.7025,-0.19853,3054716,2021-05-02 14:22:27:23918,Cycling
-0.74912,-4.9578,-7.6002,0.20033,0.68868,0.36138,1.3467,0.50732,-0.25259,3054717,2021-05-02 14:22:27:23919,Cycling
-0.35413,-5.993,-8.6081,0.44926,-0.048044,-0.85029,1.3635,0.35766,-0.27367,3054718,2021-05-02 14:22:27:23920,Cycling
-0.040861,-7.8181,-8.8396,0.68565,-1.6494,-1.2508,1.5339,0.15272,-0.27794,3054719,2021-05-02 14:22:27:23921,Cycling
-0.35413,-8.2267,-8.3629,0.34028,-1.9378,-0.87039,1.4566,0.30299,-0.2587,3054720,2021-05-02 14:22:27:23922,Cycling
-0.38137,-8.145,-6.3607,0.1907,-1.5182,0.84545,1.3836,0.59346,-0.32803,3054721,2021-05-02 14:22:27:23923,Cycling
-1.7843,-7.4095,-6.5922,-1.3141,-0.58127,0.43093,1.262,0.40959,-0.22877,3054722,2021-05-02 14:22:27:23924,Cycling
-1.2531,-7.3141,-6.4152,-0.84239,-0.3241,0.45076,1.1237,0.25962,-0.13378,3054723,2021-05-02 14:22:27:23925,Cycling
-1.2531,-7.7636,-7.3414,-0.861,-0.70008,-0.54995,1.1759,0.30665,-0.06353,3054724,2021-05-02 14:22:27:23926,Cycling
0.027241,-8.7715,-6.7966,0.32543,-1.4101,-0.32427,1.1432,0.41142,-0.026267,3054725,2021-05-02 14:22:27:23927,Cycling
0.027241,-8.2131,-5.4345,0.26838,-0.76978,0.9459,1.2648,1.1008,-0.090408,3054726,2021-05-02 14:22:27:23928,Cycling
-1.3348,-7.5593,-5.2302,-1.2574,0.096393,0.89799,0.97708,0.81551,0.048869,3054727,2021-05-02 14:22:27:23929,Cycling
-0.36775,-8.7306,-6.6331,-0.34086,-0.97489,-0.63161,0.87873,0.70005,0.19884,3054728,2021-05-02 14:22:27:23930,Cycling
-0.054481,-9.507,-7.2188,-0.059477,-1.6988,-1.2857,0.96914,0.91874,0.2642,3054729,2021-05-02 14:22:27:23931,Cycling
0.91256,-8.9349,-6.8919,0.82663,-0.97406,-1.1659,0.84116,0.77672,0.24099,3054730,2021-05-02 14:22:27:23932,Cycling
2.0839,-8.1177,-5.2847,1.9176,-0.068974,0.31533,0.69608,1.1316,0.24862,3054731,2021-05-02 14:22:27:23933,Cycling
1.0624,-8.1722,-4.1951,0.84665,-0.080861,1.3415,0.3091,0.98991,0.43616,3054732,2021-05-02 14:22:27:23934,Cycling
-2.3291,-8.6625,-6.9464,-2.509,-0.50819,-1.5017,0.1686,0.38393,0.68386,3054733,2021-05-02 14:22:27:23935,Cycling
-2.7377,-8.3765,-6.456,-2.8541,-0.21518,-1.0201,0.45082,0.83811,0.60567,3054734,2021-05-02 14:22:27:23936,Cycling
-3.2144,-7.5729,-5.1076,-3.3189,0.64383,0.24443,0.61758,1.12,0.53603,3054735,2021-05-02 14:22:27:23937,Cycling
0.081722,-10.215,-6.7148,0.011617,-1.9229,-1.4801,0.4105,0.4163,0.49877,3054736,2021-05-02 14:22:27:23938,Cycling
1.185,-10.583,-7.3141,1.1199,-2.2744,-2.1052,0.35919,-0.036346,0.16035,3054737,2021-05-02 14:22:27:23939,Cycling
0.83084,-8.7987,-4.2904,0.78812,-0.42523,0.81378,0.57971,-0.13928,0.081551,3054738,2021-05-02 14:22:27:23940,Cycling
-0.38137,-8.6353,-3.1599,-0.39932,-0.198,1.8383,0.60109,-0.062308,0.079412,3054739,2021-05-02 14:22:27:23941,Cycling
-0.96704,-9.6568,-3.2553,-0.96201,-1.1835,1.6816,0.45418,-0.39767,0.057421,3054740,2021-05-02 14:22:27:23942,Cycling
-0.095342,-10.665,-3.4187,-0.017095,-2.1101,1.3753,0.24099,-0.46304,-0.016188,3054741,2021-05-02 14:22:27:23943,Cycling
0.50395,-9.6568,-3.2553,0.61512,-1.0766,1.4921,0.058338,-0.60842,-0.11851,3054742,2021-05-02 14:22:27:23944,Cycling
1.1169,-8.8941,-3.051,1.2335,-0.30391,1.6783,0.047342,-0.42364,-0.07025,3054743,2021-05-02 14:22:27:23945,Cycling
0.7355,-8.8124,-3.3642,0.87174,-0.20671,1.3362,0.031765,-0.40867,-0.078496,3054744,2021-05-02 14:22:27:23946,Cycling
0.29965,-8.826,-2.8194,0.44577,-0.20683,1.856,0.18876,-0.19242,-0.24221,3054745,2021-05-02 14:22:27:23947,Cycling
-0.77636,-9.4661,-2.1929,-0.69324,-0.79573,2.3883,0.23243,-0.063225,-0.39401,3054746,2021-05-02 14:22:27:23948,Cycling
-1.6753,-9.7113,-2.7104,-1.5992,-1.0216,1.8342,0.071166,-0.38149,-0.36621,3054747,2021-05-02 14:22:27:23949,Cycling
-1.9886,-9.7658,-3.5413,-1.9201,-1.0493,0.95184,-0.030543,-0.21289,-0.33017,3054748,2021-05-02 14:22:27:23950,Cycling
-0.99429,-9.507,-3.623,-0.95948,-0.78894,0.86748,0.01069,-0.31796,-0.41294,3054749,2021-05-02 14:22:27:23951,Cycling
-1.3757,-9.4117,-3.8273,-1.3487,-0.68899,0.65428,0.02138,-0.32834,-0.42852,3054750,2021-05-02 14:22:27:23952,Cycling
0.25879,-9.793,-3.7865,0.20507,-1.067,0.68839,-0.053451,-0.15485,-0.37904,3054751,2021-05-02 14:22:27:23953,Cycling
0.28603,-9.8475,-2.942,0.17988,-1.1141,1.5175,0.041844,-0.21075,-0.39126,3054752,2021-05-02 14:22:27:23954,Cycling
-0.068102,-9.8066,-2.6015,-0.19745,-1.0589,1.8292,0.13836,-0.20006,-0.38851,3054753,2021-05-02 14:22:27:23955,Cycling
-1.6753,-9.2074,-3.514,-1.8475,-0.4342,0.8646,0.10751,0.19823,-0.25901,3054754,2021-05-02 14:22:27:23956,Cycling
-2.2474,-9.4661,-3.3778,-2.4562,-0.67928,0.97162,0.11484,0.38882,-0.16035,3054755,2021-05-02 14:22:27:23957,Cycling
-2.4653,-9.616,-3.5413,-2.6758,-0.81917,0.78797,0.012217,0.43982,-0.022602,3054756,2021-05-02 14:22:27:23958,Cycling
-2.4653,-9.616,-3.5413,-2.6758,-0.81917,0.78797,-0.033598,0.40745,0.13622,3054757,2021-05-02 14:22:27:23959,Cycling
-0.91256,-9.398,-3.514,-1.1719,-0.59057,0.79079,0.023518,0.49755,0.17501,3054758,2021-05-02 14:22:27:23960,Cycling
-0.81722,-9.4798,-3.9635,-1.0765,-0.66755,0.3316,-0.0281,0.41386,0.19364,3054759,2021-05-02 14:22:27:23961,Cycling
-0.78998,-9.6296,-4.6718,-1.0263,-0.81833,-0.37337,-0.039401,0.39095,0.21533,3054760,2021-05-02 14:22:27:23962,Cycling
-0.72188,-9.6704,-4.8216,-0.93535,-0.86208,-0.51608,-0.031765,0.45784,0.22755,3054761,2021-05-02 14:22:27:23963,Cycling
-0.53119,-9.3299,-4.3858,-0.72668,-0.52271,-0.077047,-0.034514,0.49816,0.2361,3054762,2021-05-02 14:22:27:23964,Cycling
-0.68102,-9.0303,-3.7865,-0.87492,-0.22381,0.52384,-0.063835,0.60628,0.21166,3054763,2021-05-02 14:22:27:23965,Cycling
-0.1362,-8.7987,-3.7592,-0.33647,0.0036268,0.55918,-0.13134,0.58124,0.20036,3054764,2021-05-02 14:22:27:23966,Cycling
0.095342,-8.322,-4.413,-0.11192,0.46676,-0.067349,-0.17165,0.47403,0.19761,3054765,2021-05-02 14:22:27:23967,Cycling
-0.14982,-8.4174,-4.6445,-0.35539,0.36088,-0.27758,-0.2813,0.44899,0.22633,3054766,2021-05-02 14:22:27:23968,Cycling
-0.43585,-9.3163,-5.3256,-0.62787,-0.56992,-0.89452,-0.45204,0.38423,0.26512,3054767,2021-05-02 14:22:27:23969,Cycling
-0.65378,-9.6977,-6.0066,-0.79481,-1.0239,-1.4333,-0.5681,0.069028,0.24374,3054768,2021-05-02 14:22:27:23970,Cycling
-0.8036,-8.8941,-5.9385,-0.87072,-0.29152,-1.2308,-0.72082,-0.33903,0.2251,3054769,2021-05-02 14:22:27:23971,Cycling
-0.65378,-7.8726,-4.6718,-0.64207,0.65093,0.17799,-0.84055,-0.34331,0.15608,3054770,2021-05-02 14:22:27:23972,Cycling
-0.35413,-7.7364,-3.5413,-0.31732,0.75113,1.3711,-0.52229,0.10079,0.18326,3054771,2021-05-02 14:22:27:23973,Cycling
0.68102,-8.6762,-2.4789,0.73632,-0.23813,2.5178,-0.29138,0.11301,0.19761,3054772,2021-05-02 14:22:27:23974,Cycling
-0.58567,-9.8611,-4.3585,-0.49216,-1.4274,0.64481,-0.15974,-0.03879,0.11484,3054773,2021-05-02 14:22:27:23975,Cycling
-1.1441,-9.4934,-5.2575,-1.0142,-1.0839,-0.21419,-0.59437,-0.24832,0.1799,3054774,2021-05-02 14:22:27:23976,Cycling
-1.2803,-8.6353,-5.7069,-1.1121,-0.25751,-0.61234,-0.89614,-0.7083,0.24954,3054775,2021-05-02 14:22:27:23977,Cycling
0.081722,-7.464,-7.246,0.41405,0.76225,-1.9178,-0.82711,-1.0794,0.2419,3054776,2021-05-02 14:22:27:23978,Cycling
0.39499,-7.6274,-7.8998,0.85742,0.50618,-2.4407,-0.47067,-0.31734,0.14142,3054777,2021-05-02 14:22:27:23979,Cycling
-0.6674,-8.2267,-5.5435,-0.28422,-0.16545,0.027872,-0.31276,1.6353,0.12828,3054778,2021-05-02 14:22:27:23980,Cycling
-0.70826,-8.4582,-4.0725,-0.41706,-0.40612,1.5176,-0.36652,0.88301,0.21136,3054779,2021-05-02 14:22:27:23981,Cycling
-0.62654,-7.4367,-5.2575,-0.41483,0.5556,0.42132,-0.74556,-0.4725,0.43005,3054780,2021-05-02 14:22:27:23982,Cycling
-0.54481,-8.4038,-7.3958,-0.18656,-0.50974,-1.5884,-0.86163,-0.84208,0.50488,3054781,2021-05-02 14:22:27:23983,Cycling
-0.50395,-9.0575,-8.5127,-0.056848,-1.2267,-2.6264,-0.83169,-0.54856,0.46731,3054782,2021-05-02 14:22:27:23984,Cycling
-0.53119,-8.8668,-7.9134,-0.013699,-1.176,-1.851,-0.47037,0.89797,0.12767,3054783,2021-05-02 14:22:27:23985,Cycling
-0.81722,-7.6002,-6.6331,-0.38344,0.034708,-0.4938,-0.42119,0.59498,0.027184,3054784,2021-05-02 14:22:27:23986,Cycling
-0.54481,-6.5922,-6.0611,-0.14192,1.0142,0.11557,-0.52993,0.079412,0.14691,3054785,2021-05-02 14:22:27:23987,Cycling
0.28603,-6.7829,-6.1836,0.69704,0.7239,0.1131,-0.59284,-0.19517,0.2416,3054786,2021-05-02 14:22:27:23988,Cycling
0.69464,-6.8647,-6.7421,1.1553,0.56245,-0.35487,-0.6185,-0.12645,0.25168,3054787,2021-05-02 14:22:27:23989,Cycling
-0.24517,-6.279,-6.674,0.27333,1.0164,-0.14106,-0.66523,-0.016799,0.2474,3054788,2021-05-02 14:22:27:23990,Cycling
-0.35413,-6.1292,-6.7693,0.18317,1.1132,-0.17912,-0.73487,-0.075442,0.27428,3054789,2021-05-02 14:22:27:23991,Cycling
-0.25879,-5.993,-7.1234,0.3945,1.0886,-0.36718,-0.72846,-0.21472,0.20556,3054790,2021-05-02 14:22:27:23992,Cycling
-0.21793,-6.0883,-7.3822,0.44724,0.88869,-0.52296,-0.75075,-0.22755,0.14997,3054791,2021-05-02 14:22:27:23993,Cycling
